,loss,auc,val_loss,val_auc,lr
0,0.5752021670341492,0.709064245223999,0.42454689741134644,0.8847500681877136,0.0010000000474974513
1,0.505064070224762,0.7804771065711975,0.732707142829895,0.8871545791625977,0.0010000000474974513
2,0.5052241683006287,0.7815669178962708,0.4678786098957062,0.8957109451293945,0.0010000000474974513
3,0.47697362303733826,0.8070077896118164,0.6406182050704956,0.8878217339515686,0.0010000000474974513
4,0.46105870604515076,0.8250789642333984,0.37514346837997437,0.9102752804756165,0.00020000000949949026
5,0.4541713297367096,0.8338140249252319,0.3582310080528259,0.9133924841880798,0.00020000000949949026
6,0.44236382842063904,0.8428720831871033,0.3622170090675354,0.9114298224449158,0.00020000000949949026
7,0.4119776487350464,0.8585700392723083,0.3689796030521393,0.9106383919715881,0.00020000000949949026
8,0.4254469573497772,0.8553298711776733,0.34529560804367065,0.9113432168960571,0.00020000000949949026
9,0.4073575437068939,0.8722686767578125,0.35939615964889526,0.9060883522033691,0.00020000000949949026
10,0.3963157534599304,0.8790320754051208,0.3937220275402069,0.9070963859558105,0.00020000000949949026
11,0.40067318081855774,0.8723663091659546,0.3688761591911316,0.908225953578949,0.00020000000949949026
12,0.3822263181209564,0.8882356882095337,0.37721961736679077,0.9071972370147705,4.0000002627493814e-05
13,0.36638230085372925,0.8948140740394592,0.3998340964317322,0.9064896106719971,4.0000002627493814e-05
14,0.3617711365222931,0.9010767340660095,0.4207688868045807,0.9022757411003113,4.0000002627493814e-05
15,0.3539576232433319,0.9064813852310181,0.4089077413082123,0.9020099639892578,8.000000889296643e-06
16,0.3498273193836212,0.9057588577270508,0.40135762095451355,0.9035246968269348,8.000000889296643e-06
17,0.36380937695503235,0.8999689221382141,0.3980841636657715,0.9023985862731934,8.000000889296643e-06
18,0.36266812682151794,0.9006711840629578,0.3959299325942993,0.9013307094573975,1.6000001323845936e-06
19,0.35188305377960205,0.906550407409668,0.39786604046821594,0.9010379910469055,1.6000001323845936e-06
