,loss,auc,val_loss,val_auc,lr
0,1.1052998304367065,0.6632400751113892,1.5774543285369873,0.6341590285301208,0.0010000000474974513
1,0.9885330200195312,0.7291719317436218,1.436550259590149,0.7097906470298767,0.0010000000474974513
2,0.9724460244178772,0.7495559453964233,0.9550425410270691,0.7451039552688599,0.0010000000474974513
3,0.9169189929962158,0.7783048748970032,1.1143254041671753,0.7406687140464783,0.0010000000474974513
4,0.881360650062561,0.7935241460800171,0.9487756490707397,0.7741215825080872,0.0010000000474974513
5,0.8850317597389221,0.8003695607185364,1.324584722518921,0.7448209524154663,0.0010000000474974513
6,0.8501846790313721,0.8114941716194153,0.9474983811378479,0.7811866402626038,0.0010000000474974513
7,0.8283115029335022,0.8186898231506348,1.0038552284240723,0.7759620547294617,0.0010000000474974513
8,0.7877681255340576,0.8427424430847168,1.12602961063385,0.7714912295341492,0.0010000000474974513
9,0.7539129853248596,0.8543456196784973,1.0483900308609009,0.7475695013999939,0.0010000000474974513
10,0.6846985816955566,0.8808461427688599,1.0009993314743042,0.7819234132766724,0.00010000000474974513
11,0.6292701959609985,0.8993597626686096,0.9976330399513245,0.790156364440918,0.00010000000474974513
12,0.5970015525817871,0.9104781746864319,0.9825989007949829,0.789707601070404,0.00010000000474974513
13,0.5667017698287964,0.9178739190101624,0.9800155758857727,0.790585458278656,1.0000000656873453e-05
14,0.5552399754524231,0.9215054512023926,0.9821314811706543,0.7935839891433716,1.0000000656873453e-05
15,0.5549982786178589,0.9231069087982178,0.9821014404296875,0.7947618961334229,1.0000000656873453e-05
16,0.552148699760437,0.924395740032196,0.9813418388366699,0.7946935892105103,1.0000001111620804e-06
17,0.5628793239593506,0.920691728591919,0.9804296493530273,0.7941874861717224,1.0000001111620804e-06
18,0.5480425953865051,0.922492504119873,0.9801390767097473,0.7954611778259277,1.0000001111620804e-06
19,0.5555499792098999,0.9205785989761353,0.9797994494438171,0.7949241995811462,9.999999974752427e-07
