,loss,auc_1,val_loss,val_auc_1,lr
0,1.0619394779205322,0.6732520461082458,1.3076438903808594,0.7436360716819763,0.0010000000474974513
1,0.9715397953987122,0.732418954372406,1.5400227308273315,0.725029706954956,0.0010000000474974513
2,0.9269859790802002,0.759425938129425,1.3588346242904663,0.7221384644508362,0.0010000000474974513
3,0.8996509909629822,0.7763794660568237,1.0508145093917847,0.7721920013427734,0.0010000000474974513
4,0.8911929130554199,0.7809165120124817,1.0311278104782104,0.7285143136978149,0.0010000000474974513
5,0.848934531211853,0.8033701181411743,1.017028570175171,0.7830733060836792,0.0010000000474974513
6,0.8137268424034119,0.8195801377296448,1.0689252614974976,0.7730911374092102,0.0010000000474974513
7,0.8000903725624084,0.8273004293441772,1.048726201057434,0.777887225151062,0.0010000000474974513
8,0.7778738737106323,0.8382823467254639,1.2123808860778809,0.7331992387771606,0.0010000000474974513
9,0.7044339776039124,0.8688859939575195,1.039733648300171,0.7725481390953064,0.00010000000474974513
10,0.6659582853317261,0.8846716284751892,1.0405811071395874,0.7770159840583801,0.00010000000474974513
11,0.6329767107963562,0.8928554654121399,1.0171527862548828,0.7814026474952698,0.00010000000474974513
12,0.6011732220649719,0.9042591452598572,1.0219995975494385,0.7826713919639587,1.0000000656873453e-05
13,0.5984528660774231,0.9045791029930115,1.0295591354370117,0.7845287322998047,1.0000000656873453e-05
14,0.5894201993942261,0.9054480791091919,1.0313961505889893,0.7845367193222046,1.0000000656873453e-05
15,0.5825904607772827,0.9076923131942749,1.0344752073287964,0.785114049911499,1.0000001111620804e-06
16,0.6056185960769653,0.9040734767913818,1.0347075462341309,0.7852189540863037,1.0000001111620804e-06
17,0.5813534259796143,0.9099305272102356,1.0387787818908691,0.7853812575340271,1.0000001111620804e-06
18,0.596286416053772,0.9056946635246277,1.04340398311615,0.7851561903953552,9.999999974752427e-07
19,0.5795389413833618,0.909159779548645,1.0469194650650024,0.7849632501602173,9.999999974752427e-07
