,loss,auc,val_loss,val_auc,lr
0,0.5188442468643188,0.7804210782051086,0.4918847680091858,0.8034618496894836,0.0010000000474974513
1,0.45577841997146606,0.8397671580314636,0.5365780591964722,0.8497986197471619,0.0010000000474974513
2,0.42162224650382996,0.8647665977478027,0.4499930143356323,0.8594180345535278,0.0010000000474974513
3,0.3972158133983612,0.8829951882362366,0.5007575750350952,0.8525028228759766,0.0010000000474974513
4,0.3672157824039459,0.8999838829040527,0.4526797831058502,0.8616372346878052,0.0010000000474974513
5,0.3320592939853668,0.9200255274772644,0.6358186602592468,0.8252456784248352,0.0010000000474974513
6,0.25406917929649353,0.9542714953422546,0.4960315525531769,0.8522226810455322,0.00010000000474974513
7,0.203189879655838,0.9719786643981934,0.5104196071624756,0.8557668328285217,0.00010000000474974513
8,0.18068687617778778,0.9774831533432007,0.539874255657196,0.8574142456054688,0.00010000000474974513
9,0.15466812252998352,0.9832383394241333,0.5255460143089294,0.8596808910369873,1.0000000656873453e-05
10,0.15080299973487854,0.9847775101661682,0.5314265489578247,0.8584422469139099,1.0000000656873453e-05
11,0.14644868671894073,0.985584557056427,0.5433745980262756,0.8559994101524353,1.0000000656873453e-05
12,0.15019983053207397,0.9845378398895264,0.5486581325531006,0.8544111847877502,1.0000001111620804e-06
13,0.15240298211574554,0.984169602394104,0.5422499775886536,0.8579093813896179,1.0000001111620804e-06
14,0.15032753348350525,0.9848214983940125,0.5416905879974365,0.8569696545600891,1.0000001111620804e-06
15,0.14682252705097198,0.9856936931610107,0.5491790771484375,0.8545122742652893,9.999999974752427e-07
16,0.1462288349866867,0.9859849214553833,0.5433974266052246,0.8570776581764221,9.999999974752427e-07
17,0.1391095370054245,0.9877527356147766,0.5466272830963135,0.8557959198951721,9.999999974752427e-07
18,0.140455424785614,0.9874260425567627,0.5456294417381287,0.8567008972167969,9.999999974752427e-07
19,0.15208342671394348,0.983420193195343,0.5471262335777283,0.8549585342407227,9.999999974752427e-07
