,loss,auc_4,val_loss,val_auc_4,lr
0,0.5144467353820801,0.7809593677520752,0.4651932716369629,0.8430765867233276,0.0010000000474974513
1,0.4474051594734192,0.844464123249054,0.4392916262149811,0.8606358766555786,0.0010000000474974513
2,0.4168809652328491,0.8660120964050293,0.4506131708621979,0.8531079292297363,0.0010000000474974513
3,0.38162919878959656,0.889168381690979,0.5109631419181824,0.8570960760116577,0.0010000000474974513
4,0.3744654357433319,0.8941969871520996,0.4834092855453491,0.8570709824562073,0.0010000000474974513
5,0.2722160220146179,0.9466031789779663,0.4854089021682739,0.864785373210907,0.00010000000474974513
6,0.2152959406375885,0.9680995345115662,0.5150332450866699,0.8643509745597839,0.00010000000474974513
7,0.20411619544029236,0.970501720905304,0.5590006709098816,0.848987877368927,0.00010000000474974513
8,0.18343542516231537,0.9772955179214478,0.557560384273529,0.8523159027099609,1.0000000656873453e-05
9,0.1736469864845276,0.9788162708282471,0.5574820041656494,0.8538085222244263,1.0000000656873453e-05
10,0.1660626381635666,0.9817502498626709,0.5572882294654846,0.8545324802398682,1.0000000656873453e-05
11,0.1797086000442505,0.9771736860275269,0.5618144869804382,0.8541051149368286,1.0000001111620804e-06
12,0.1691831350326538,0.9800147414207458,0.5624880790710449,0.8543567657470703,1.0000001111620804e-06
13,0.16573688387870789,0.9815425276756287,0.5699762105941772,0.8522724509239197,1.0000001111620804e-06
14,0.17501814663410187,0.979206383228302,0.5682619214057922,0.8531941771507263,9.999999974752427e-07
15,0.16678640246391296,0.9810850620269775,0.5668274164199829,0.8528380393981934,9.999999974752427e-07
16,0.17286278307437897,0.9792940020561218,0.5664545893669128,0.8538890480995178,9.999999974752427e-07
17,0.16705422103405,0.981106162071228,0.5671095848083496,0.8539739847183228,9.999999974752427e-07
18,0.17328989505767822,0.9786072373390198,0.5752056241035461,0.8496939539909363,9.999999974752427e-07
19,0.17484885454177856,0.9791500568389893,0.5658407807350159,0.8542386889457703,9.999999974752427e-07
