,loss,auc,val_loss,val_auc,lr
0,0.5651459097862244,0.7901257276535034,0.7436742186546326,0.8416292071342468,0.0010000000474974513
1,0.5312820076942444,0.8196781277656555,0.43479955196380615,0.8818179965019226,0.0010000000474974513
2,0.5198299288749695,0.8277609944343567,0.4197949171066284,0.8996543288230896,0.0010000000474974513
3,0.5012694597244263,0.8422926068305969,0.4259408712387085,0.905634880065918,0.0010000000474974513
4,0.4994404911994934,0.8443807363510132,0.4299941658973694,0.8855589032173157,0.0010000000474974513
5,0.4956097900867462,0.8440980315208435,0.42141425609588623,0.8890479207038879,0.0010000000474974513
6,0.4722846746444702,0.8654541373252869,0.3621058762073517,0.9187081456184387,0.00010000000474974513
7,0.4470571279525757,0.876058042049408,0.34642112255096436,0.9260737299919128,0.00010000000474974513
8,0.4313582479953766,0.8869293928146362,0.34684112668037415,0.9255328178405762,0.00010000000474974513
9,0.4307275116443634,0.8881579637527466,0.3626629710197449,0.9186678528785706,0.00010000000474974513
10,0.4227963387966156,0.8946720957756042,0.3531300723552704,0.923577070236206,0.00010000000474974513
11,0.409613698720932,0.8991346955299377,0.3600403070449829,0.9210963845252991,1.0000000656873453e-05
12,0.40017297863960266,0.9048119783401489,0.3605717420578003,0.9206464886665344,1.0000000656873453e-05
13,0.4019681513309479,0.9053404927253723,0.35921457409858704,0.9218619465827942,1.0000000656873453e-05
14,0.39078232645988464,0.9098286628723145,0.35973235964775085,0.9216319918632507,1.0000001111620804e-06
15,0.39653271436691284,0.9053322076797485,0.35895511507987976,0.921764075756073,1.0000001111620804e-06
16,0.38645946979522705,0.9081323146820068,0.35961592197418213,0.9213277697563171,1.0000001111620804e-06
17,0.4022359251976013,0.9070537090301514,0.35923221707344055,0.9213241934776306,9.999999974752427e-07
18,0.3978574275970459,0.9063171744346619,0.36048653721809387,0.9215275645256042,9.999999974752427e-07
19,0.39504456520080566,0.9079139828681946,0.36188969016075134,0.9208714962005615,9.999999974752427e-07
