,loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr
0,1.0635360479354858,0.5761218070983887,0.6812689304351807,1.0048846006393433,0.6085240840911865,0.7487207651138306,0.0010000000474974513
1,0.9827068448066711,0.6270031929016113,0.7318347096443176,1.0201466083526611,0.625887930393219,0.7541554570198059,0.0010000000474974513
2,0.9500747919082642,0.6330128312110901,0.7611662745475769,0.9264005422592163,0.6400946974754333,0.762779176235199,0.0010000000474974513
3,0.904514491558075,0.6526442170143127,0.7815290093421936,0.9382785558700562,0.6385161876678467,0.7722102999687195,0.0010000000474974513
4,0.8895298838615417,0.6478365659713745,0.794522225856781,0.9415593147277832,0.6298342347145081,0.7772752046585083,0.0010000000474974513
5,0.8776289224624634,0.6636618971824646,0.7931767106056213,0.9532980918884277,0.6424624919891357,0.7711508870124817,0.0010000000474974513
6,0.8500808477401733,0.6680689454078674,0.817680835723877,0.8873283863067627,0.6606156229972839,0.7898834347724915,0.00010000000474974513
7,0.7955036759376526,0.6939102411270142,0.8364487290382385,0.8968454599380493,0.6606156229972839,0.790377676486969,0.00010000000474974513
8,0.7865475416183472,0.6945112347602844,0.8446376323699951,0.9021908044815063,0.6511444449424744,0.7929583191871643,0.00010000000474974513
9,0.771587610244751,0.700120210647583,0.8474166989326477,0.8996479511260986,0.6535122394561768,0.7940916419029236,0.00010000000474974513
10,0.7749203443527222,0.6937099695205688,0.8467607498168945,0.8909595608711243,0.6550907492637634,0.7941779494285583,1.0000000656873453e-05
11,0.7732994556427002,0.6995192170143127,0.8482882976531982,0.8881951570510864,0.6558800339698792,0.7952523827552795,1.0000000656873453e-05
12,0.7593376636505127,0.6987179517745972,0.855340838432312,0.8898285031318665,0.6535122394561768,0.7937126755714417,1.0000000656873453e-05
13,0.7541282773017883,0.7099359035491943,0.8556836843490601,0.8912914991378784,0.652722954750061,0.7934325337409973,1.0000001111620804e-06
14,0.7754842638969421,0.6981170177459717,0.850525438785553,0.8918296694755554,0.6464087963104248,0.7925629019737244,1.0000001111620804e-06
