,loss,auc_3,val_loss,val_auc_3,lr
0,0.520746111869812,0.7738205790519714,0.5090844035148621,0.8439322710037231,0.0010000000474974513
1,0.42522767186164856,0.8576751947402954,0.6229192614555359,0.8251658082008362,0.0010000000474974513
2,0.39425796270370483,0.8788784146308899,0.47519728541374207,0.8642199635505676,0.0010000000474974513
3,0.3880273699760437,0.8837276101112366,0.6164645552635193,0.8596900105476379,0.0010000000474974513
4,0.3561931550502777,0.9039144515991211,0.4547867476940155,0.8552881479263306,0.0010000000474974513
5,0.35035476088523865,0.906994104385376,0.42644551396369934,0.8660954833030701,0.0010000000474974513
6,0.3459787964820862,0.9086666703224182,0.4202429950237274,0.8667342066764832,0.0010000000474974513
7,0.31841444969177246,0.924917459487915,0.5005513429641724,0.8765937089920044,0.0010000000474974513
8,0.30947625637054443,0.9285099506378174,0.5291875600814819,0.8634657859802246,0.0010000000474974513
9,0.27316176891326904,0.9445279240608215,0.5573970079421997,0.8537427186965942,0.0010000000474974513
10,0.2243935763835907,0.9635826349258423,0.4130071997642517,0.8918718695640564,0.00010000000474974513
11,0.21406911313533783,0.9656349420547485,0.3938933312892914,0.8974711894989014,0.00010000000474974513
12,0.20349536836147308,0.9692618250846863,0.39311039447784424,0.8996607661247253,0.00010000000474974513
13,0.1824256330728531,0.9750596880912781,0.40600380301475525,0.9006713032722473,0.00010000000474974513
14,0.16141527891159058,0.9805548787117004,0.43240588903427124,0.9015916585922241,0.00010000000474974513
15,0.1418723165988922,0.9846722483634949,0.4216919243335724,0.8996475338935852,0.00010000000474974513
16,0.14119142293930054,0.9850534200668335,0.43411558866500854,0.8999822735786438,1.0000000656873453e-05
17,0.14810743927955627,0.9829875826835632,0.4402844309806824,0.8987747430801392,1.0000000656873453e-05
18,0.12842947244644165,0.9875891208648682,0.43887025117874146,0.8984901905059814,1.0000000656873453e-05
19,0.137638121843338,0.9853319525718689,0.443543940782547,0.8972225785255432,1.0000001111620804e-06
