,loss,auc,val_loss,val_auc,lr
0,0.5257647633552551,0.7681050896644592,0.8775434494018555,0.8562723398208618,0.0010000000474974513
1,0.45197054743766785,0.8375623822212219,2.7112557888031006,0.6180715560913086,0.0010000000474974513
2,0.4131788909435272,0.8652921915054321,0.39947840571403503,0.8879680633544922,0.0010000000474974513
3,0.38655003905296326,0.883276104927063,0.6105009913444519,0.8976375460624695,0.0010000000474974513
4,0.3781878352165222,0.8874488472938538,0.5072802305221558,0.8831660747528076,0.0010000000474974513
5,0.3673582375049591,0.8970599174499512,1.148763656616211,0.8492906093597412,0.0010000000474974513
6,0.31655678153038025,0.9250396490097046,0.527706503868103,0.8989022970199585,0.00010000000474974513
7,0.2939475476741791,0.9345921874046326,0.3957366347312927,0.9115930795669556,0.00010000000474974513
8,0.28650373220443726,0.9392045736312866,0.37277963757514954,0.9127224087715149,0.00010000000474974513
9,0.26984357833862305,0.9453297257423401,0.3746330440044403,0.9118511080741882,0.00010000000474974513
10,0.25178009271621704,0.953567624092102,0.4098290205001831,0.9104908108711243,0.00010000000474974513
11,0.2337786853313446,0.9602915048599243,0.4051319360733032,0.9107407927513123,0.00010000000474974513
12,0.2499113529920578,0.9540631771087646,0.4016679525375366,0.9105676412582397,1.0000000656873453e-05
13,0.2411450892686844,0.9563518166542053,0.3980013430118561,0.912528932094574,1.0000000656873453e-05
14,0.21109779179096222,0.9672963619232178,0.4021192789077759,0.9116086959838867,1.0000000656873453e-05
15,0.22964879870414734,0.9603098034858704,0.40478795766830444,0.9116969108581543,1.0000001111620804e-06
16,0.23846420645713806,0.9573878049850464,0.40812453627586365,0.9116169214248657,1.0000001111620804e-06
17,0.2336244136095047,0.9594459533691406,0.4103374481201172,0.9116073846817017,1.0000001111620804e-06
18,0.22971978783607483,0.9604775905609131,0.4121129512786865,0.9104515314102173,9.999999974752427e-07
19,0.2241305559873581,0.9628646373748779,0.41226112842559814,0.9100155234336853,9.999999974752427e-07
