,loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr
0,1.1825802326202393,0.5448718070983887,0.644650936126709,1.0945794582366943,0.5947867631912231,0.7095069289207458,0.0010000000474974513
1,1.0011626482009888,0.6185897588729858,0.7173566222190857,0.9446226358413696,0.6366508603096008,0.7649846076965332,0.0010000000474974513
2,0.9442868232727051,0.6362179517745972,0.7518110871315002,0.937096893787384,0.6398104429244995,0.7675633430480957,0.0010000000474974513
3,0.9677693247795105,0.6274038553237915,0.7390106320381165,1.021253228187561,0.6366508603096008,0.7595604658126831,0.0010000000474974513
4,0.9604897499084473,0.6318109035491943,0.739730179309845,0.9703431129455566,0.6398104429244995,0.7789614200592041,0.0010000000474974513
5,0.9111491441726685,0.6400240659713745,0.7781053781509399,0.9216486215591431,0.6595576405525208,0.7984665632247925,0.0010000000474974513
6,0.9123715162277222,0.6498397588729858,0.7713398933410645,0.9150583744049072,0.6540284156799316,0.7818863987922668,0.0010000000474974513
7,0.8967907428741455,0.653245210647583,0.7824417948722839,0.9294725656509399,0.6579778790473938,0.7841783165931702,0.0010000000474974513
8,0.8940097093582153,0.6504406929016113,0.782647967338562,1.0123995542526245,0.6271722316741943,0.7685374021530151,0.0010000000474974513
9,0.8940868973731995,0.6468349695205688,0.784270703792572,0.8848427534103394,0.6595576405525208,0.8005165457725525,0.0010000000474974513
10,0.8523354530334473,0.6702724695205688,0.8077422380447388,0.94588303565979,0.6492891311645508,0.79582279920578,0.0010000000474974513
11,0.8854148387908936,0.6560496687889099,0.794341504573822,0.9373782277107239,0.6469194293022156,0.7949084639549255,0.0010000000474974513
12,0.8557465672492981,0.6700721383094788,0.8038573861122131,0.8969107866287231,0.6642969846725464,0.7998453974723816,0.0010000000474974513
13,0.8293231129646301,0.674879789352417,0.8247010707855225,0.8783243298530579,0.6658768057823181,0.8103188872337341,0.00010000000474974513
14,0.7861665487289429,0.6963140964508057,0.836823046207428,0.8767114877700806,0.6595576405525208,0.8087447881698608,0.00010000000474974513
