,loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr
0,1.1376615762710571,0.5596955418586731,0.6526379585266113,1.0689784288406372,0.6227308511734009,0.7305809855461121,0.0010000000474974513
1,0.9951789975166321,0.6225961446762085,0.7135846614837646,1.1530787944793701,0.5272296667098999,0.6778433918952942,0.0010000000474974513
2,0.9844933748245239,0.6165865659713745,0.7278269529342651,0.9012001156806946,0.652722954750061,0.7850858569145203,0.0010000000474974513
3,0.9593363404273987,0.6270031929016113,0.7452407479286194,1.0716389417648315,0.6061562299728394,0.7627319693565369,0.0010000000474974513
4,0.9409855604171753,0.6360176205635071,0.7572972774505615,0.9000273942947388,0.6566692590713501,0.7895306348800659,0.0010000000474974513
5,0.9416394233703613,0.6360176205635071,0.7610153555870056,0.9646512269973755,0.6211523413658142,0.7712721228599548,0.0010000000474974513
6,0.9247216582298279,0.6328125,0.7740107178688049,0.9140328168869019,0.6558800339698792,0.7814134955406189,0.0010000000474974513
7,0.90814208984375,0.6462339758872986,0.7793822288513184,0.9608179926872253,0.6408839821815491,0.7727479338645935,0.0010000000474974513
8,0.8671219944953918,0.6654647588729858,0.8014032244682312,0.8595411777496338,0.664561927318573,0.8038265705108643,0.00010000000474974513
9,0.8319064378738403,0.6756811141967773,0.8195213675498962,0.8574061393737793,0.664561927318573,0.8076477646827698,0.00010000000474974513
10,0.8186195492744446,0.6810897588729858,0.8253488540649414,0.8542083501815796,0.6771901845932007,0.8078799843788147,0.00010000000474974513
11,0.8085004687309265,0.6915064454078674,0.8286633491516113,0.8637146949768066,0.6590370535850525,0.8093311190605164,0.00010000000474974513
12,0.7855591773986816,0.6979166865348816,0.8405703902244568,0.8670318126678467,0.6621941328048706,0.8090214729309082,0.00010000000474974513
13,0.7853246927261353,0.6943109035491943,0.8367659449577332,0.8608001470565796,0.6700868010520935,0.8113318085670471,0.00010000000474974513
14,0.7609595060348511,0.7047275900840759,0.8511258363723755,0.8544116020202637,0.6724545955657959,0.8140170574188232,1.0000000656873453e-05
