,loss,auc,val_loss,val_auc,lr
0,0.528527557849884,0.7649838328361511,0.47816646099090576,0.885951578617096,0.0010000000474974513
1,0.4573383927345276,0.8267672061920166,0.434684693813324,0.8628830909729004,0.0010000000474974513
2,0.44461727142333984,0.8387035727500916,0.39388683438301086,0.8808159828186035,0.0010000000474974513
3,0.4082537591457367,0.8691338896751404,0.5219212770462036,0.8900690078735352,0.0010000000474974513
4,0.40039384365081787,0.872329831123352,0.4011479318141937,0.8987920880317688,0.0010000000474974513
5,0.38981008529663086,0.8823451399803162,0.40786871314048767,0.9012786746025085,0.0010000000474974513
6,0.30837932229042053,0.9294657111167908,0.3806707262992859,0.901918888092041,0.00010000000474974513
7,0.26326441764831543,0.9475184679031372,0.3981068432331085,0.8973920941352844,0.00010000000474974513
8,0.2183084785938263,0.9646371603012085,0.44042685627937317,0.8962535262107849,0.00010000000474974513
9,0.18078972399234772,0.974419116973877,0.4719850718975067,0.8927491903305054,0.00010000000474974513
10,0.15003544092178345,0.9821116924285889,0.4847174286842346,0.8846508264541626,1.0000000656873453e-05
11,0.12996943295001984,0.9866428971290588,0.4959539473056793,0.8837198615074158,1.0000000656873453e-05
12,0.13596051931381226,0.9854234457015991,0.5046588182449341,0.8838562369346619,1.0000000656873453e-05
13,0.11755114048719406,0.9895188212394714,0.5053477883338928,0.8841521739959717,1.0000001111620804e-06
14,0.1265585869550705,0.9876438975334167,0.5012351870536804,0.8834509253501892,1.0000001111620804e-06
15,0.1300288438796997,0.9868513941764832,0.5031437873840332,0.8866152763366699,1.0000001111620804e-06
16,0.12915091216564178,0.9869022369384766,0.5122827887535095,0.8827413320541382,9.999999974752427e-07
17,0.12419254332780838,0.9877588152885437,0.5042138695716858,0.8857238292694092,9.999999974752427e-07
18,0.124481201171875,0.9871402978897095,0.5058004260063171,0.8840150237083435,9.999999974752427e-07
19,0.1167948916554451,0.989148736000061,0.5114742517471313,0.8825780749320984,9.999999974752427e-07
