,loss,auc_9,val_loss,val_auc_9,lr
0,0.5162228345870972,0.7805918455123901,0.4736744165420532,0.8411005735397339,0.0010000000474974513
1,0.4653979539871216,0.8280683755874634,0.46715763211250305,0.8497255444526672,0.0010000000474974513
2,0.4394875168800354,0.8503350615501404,0.4703366756439209,0.8475829362869263,0.0010000000474974513
3,0.4328194260597229,0.8542120456695557,0.5541914105415344,0.8216295838356018,0.0010000000474974513
4,0.4092479646205902,0.8724350333213806,0.48049911856651306,0.8519466519355774,0.0010000000474974513
5,0.3613831400871277,0.9029150009155273,0.4321490228176117,0.87209153175354,0.00010000000474974513
6,0.33825039863586426,0.9141194224357605,0.4409753382205963,0.8691868782043457,0.00010000000474974513
7,0.30233070254325867,0.9334658980369568,0.45901378989219666,0.867460310459137,0.00010000000474974513
8,0.3001309931278229,0.9335569739341736,0.4597780704498291,0.864364743232727,0.00010000000474974513
9,0.293949156999588,0.9359666705131531,0.4605230391025543,0.8646487593650818,1.0000000656873453e-05
10,0.28579115867614746,0.9409401416778564,0.45691627264022827,0.8674517273902893,1.0000000656873453e-05
11,0.28418830037117004,0.9412407875061035,0.4620561897754669,0.8647112846374512,1.0000000656873453e-05
12,0.28151220083236694,0.9421020746231079,0.4604010283946991,0.8653437495231628,1.0000001111620804e-06
13,0.28879550099372864,0.9384753108024597,0.46073392033576965,0.865878164768219,1.0000001111620804e-06
14,0.2904563248157501,0.9380741715431213,0.46006885170936584,0.8660371899604797,1.0000001111620804e-06
15,0.28757786750793457,0.9393245577812195,0.46182382106781006,0.8644424676895142,9.999999974752427e-07
16,0.2825203537940979,0.9409236311912537,0.4630168378353119,0.8648494482040405,9.999999974752427e-07
17,0.2867687940597534,0.9405924677848816,0.4642108380794525,0.8639095425605774,9.999999974752427e-07
18,0.2884537875652313,0.9380726218223572,0.46087226271629333,0.8658600449562073,9.999999974752427e-07
19,0.28102168440818787,0.9409492611885071,0.4628646969795227,0.8653826713562012,9.999999974752427e-07
